Wavel.[nm]  	MAT._REFRACTIVE_INDEX  	MAT._ABSORPTION    
2380.160	2.0579	0.0000
2381.291	2.0579	0.0000
2382.421	2.0579	0.0000
2383.552	2.0579	0.0000
2384.682	2.0579	0.0000
2385.813	2.0579	0.0000
2386.943	2.0579	0.0000
2388.074	2.0579	0.0000
2389.205	2.0579	0.0000
2390.335	2.0579	0.0000
2391.466	2.0579	0.0000
2392.596	2.0579	0.0000
2393.727	2.0579	0.0000
2394.857	2.0579	0.0000
2395.988	2.0579	0.0000
2397.119	2.0579	0.0000
2398.249	2.0579	0.0000
2399.380	2.0579	0.0000
2400.510	2.0579	0.0000
2401.641	2.0579	0.0000
2402.771	2.0579	0.0000
2403.902	2.0579	0.0000
2405.033	2.0579	0.0000
2406.163	2.0579	0.0000
2407.294	2.0579	0.0000
2408.424	2.0579	0.0000
2409.555	2.0579	0.0000
2410.685	2.0579	0.0000
2411.816	2.0579	0.0000
2412.946	2.0579	0.0000
2414.077	2.0579	0.0000
2415.208	2.0579	0.0000
2416.338	2.0579	0.0000
2417.469	2.0579	0.0000
2418.599	2.0578	0.0000
2419.730	2.0578	0.0000
2420.860	2.0578	0.0000
2421.991	2.0578	0.0000
2423.122	2.0578	0.0000
2424.252	2.0578	0.0000
2425.383	2.0578	0.0000
2426.513	2.0578	0.0000
2427.644	2.0578	0.0000
2428.774	2.0578	0.0000
2429.905	2.0578	0.0000
2431.036	2.0578	0.0000
2432.166	2.0578	0.0000
2433.297	2.0578	0.0000
2434.427	2.0578	0.0000
2435.558	2.0578	0.0000
2436.688	2.0578	0.0000
2437.819	2.0578	0.0000
2438.949	2.0578	0.0000
2440.080	2.0578	0.0000
2441.211	2.0578	0.0000
2442.341	2.0578	0.0000
2443.472	2.0578	0.0000
2444.602	2.0578	0.0000
2445.733	2.0578	0.0000
2446.863	2.0578	0.0000
2447.994	2.0578	0.0000
2449.125	2.0578	0.0000
2450.255	2.0578	0.0000
2451.386	2.0578	0.0000
2452.516	2.0578	0.0000
2453.647	2.0578	0.0000
2454.777	2.0578	0.0000
2455.908	2.0578	0.0000
2457.039	2.0578	0.0000
2458.169	2.0578	0.0000
2459.300	2.0578	0.0000
2460.430	2.0578	0.0000
2461.561	2.0578	0.0000
2462.691	2.0578	0.0000
2463.822	2.0578	0.0000
2464.952	2.0578	0.0000
2466.083	2.0578	0.0000
2467.214	2.0578	0.0000
2468.344	2.0578	0.0000
2469.475	2.0578	0.0000
2470.605	2.0578	0.0000
2471.736	2.0577	0.0000
2472.866	2.0577	0.0000
2473.997	2.0577	0.0000
2475.128	2.0577	0.0000
2476.258	2.0577	0.0000
2477.389	2.0577	0.0000
2478.519	2.0577	0.0000
2479.650	2.0577	0.0000
2480.780	2.0577	0.0000
2481.911	2.0577	0.0000
2483.042	2.0577	0.0000
2484.172	2.0577	0.0000
2485.303	2.0577	0.0000
2486.433	2.0577	0.0000
2487.564	2.0577	0.0000
2488.694	2.0577	0.0000
2489.825	2.0577	0.0000
2490.955	2.0577	0.0000
2492.086	2.0577	0.0000
2493.217	2.0577	0.0000
2494.347	2.0577	0.0000
2495.478	2.0577	0.0000
2496.608	2.0577	0.0000
2497.739	2.0577	0.0000
2498.869	2.0577	0.0000
2500.000	2.0577	0.0000
