x_nm,y_nm,abs_ez_squared,in_rare_earth_mask
264.1404255319149,560.0,3.202757220010812e-15,False
258.1372340425532,599.9999999999999,4.025587862212256e-16,False
264.1404255319149,599.9999999999999,8.286006866868226e-16,False
270.14361702127667,479.9999999999997,1.2778503294200464e-15,False
276.14680851063827,479.9999999999998,2.102040217471762e-15,False
282.1499999999999,480.0,1.6811517205876533e-15,False
270.1436170212766,519.9999999999999,9.17329946277304e-16,False
276.14680851063827,519.9999999999999,1.292508968809081e-15,False
282.1499999999999,520.0,2.377963940553124e-15,False
222.118085106383,719.9999999999998,1.6709666561738163e-14,False
228.1212765957447,719.9999999999999,2.0945114430427814e-14,False
222.118085106383,759.9999999999999,6.124052886715469e-14,False
228.1212765957447,759.9999999999999,7.435415637585254e-14,False
222.118085106383,800.0,6.283139125183162e-13,False
228.1212765957447,800.0,7.470098901973831e-13,False
234.12446808510637,639.9999999999999,2.0878960260447135e-15,False
240.12765957446808,639.9999999999999,5.956422644285611e-16,False
234.12446808510637,680.0,1.8378949084022954e-15,False
240.12765957446808,679.9999999999999,2.5963037179877252e-15,False
246.13085106382968,560.0000000000001,1.904245020656646e-15,False
252.13404255319145,560.0,1.3601133362841538e-15,False
246.1308510638298,599.9999999999999,7.321845710672992e-16,False
252.13404255319148,599.9999999999999,4.622049792877375e-17,False
258.1372340425532,479.9999999999999,1.4177688490003767e-15,False
264.1404255319149,479.9999999999998,5.219739582254337e-16,False
258.1372340425532,519.9999999999999,4.936756354698464e-16,False
264.1404255319149,519.9999999999999,1.0055339692021996e-15,False
270.14361702127667,400.0,2.2644967665764764e-16,False
276.14680851063827,400.0,7.955609677077144e-17,False
282.1499999999999,400.0,8.218196554205645e-16,False
270.14361702127667,439.9999999999999,4.347357347077516e-16,False
276.14680851063827,439.99999999999994,4.1336326983123645e-16,False
282.1499999999999,439.99999999999994,4.45072289987635e-16,False
210.11170212765973,719.9999999999998,8.030896074370093e-15,False
216.11489361702138,719.9999999999998,9.952739289028994e-15,False
210.1117021276597,759.9999999999999,4.0857012449948713e-14,False
216.11489361702135,759.9999999999999,4.903540481285752e-14,False
210.11170212765964,800.0,2.935961528355728e-13,False
216.11489361702135,800.0,4.600231466825049e-13,False
222.11808510638298,640.0,3.3238700952020664e-15,False
228.12127659574466,639.9999999999999,2.883748885091011e-15,False
222.11808510638298,680.0,2.969736511886829e-15,False
228.1212765957447,680.0,2.4964390442685135e-15,False
234.12446808510637,559.9999999999999,2.2729125278678597e-15,False
240.12765957446803,560.0,2.5797800561189663e-15,False
234.12446808510637,599.9999999999999,2.2903414390634452e-15,False
240.12765957446808,599.9999999999999,2.258821794228415e-15,False
246.1308510638298,480.0,3.568286220004518e-15,False
252.13404255319148,480.0,3.704405500732857e-15,False
246.13085106382974,520.0,1.526300161490779e-15,False
252.13404255319148,520.0,1.525908818215439e-15,False
258.1372340425532,399.99999999999994,3.649252374864675e-15,False
264.1404255319149,399.99999999999994,1.2938861289181555e-15,False
258.1372340425532,439.99999999999994,4.536439980778079e-16,False
