x_nm,y_nm,abs_ez,abs_ez_squared
277.06499999999994,426.6666666666667,3.6410470541604056e-09,1.3257223650610168e-17
242.43187500000008,453.3333333333333,5.374558609569964e-09,2.888588024770262e-17
253.97625000000002,453.3333333333333,5.370170564676571e-09,2.883873189371869e-17
265.520625,453.3333333333333,5.345044140929635e-09,2.8569496868486215e-17
277.06499999999994,453.3333333333333,5.298836826588774e-09,2.8077671714813385e-17
69.26625000000006,719.9999999999998,2.517632462242463e-06,6.338473214937046e-12
80.81062500000006,719.9999999999998,2.5167900613964483e-06,6.334232213143938e-12
92.35500000000002,719.9999999999998,2.516704572582269e-06,6.3338019056565016e-12
69.26625000000006,746.6666666666665,5.3444939582408036e-06,2.8563615669672453e-11
80.81062500000006,746.6666666666666,5.346047949553754e-06,2.85802286789279e-11
92.35500000000005,746.6666666666666,5.346140295978532e-06,2.8581216064285424e-11
69.26625000000006,773.3333333333331,8.42944559694876e-06,7.105555307191885e-11
80.81062500000006,773.3333333333334,8.429227201831332e-06,7.105187122009326e-11
92.35500000000005,773.3333333333333,8.429538731748206e-06,7.105712323004315e-11
69.26625000000006,800.0,1.6085721494857893e-05,2.5875043601013325e-10
80.81062500000006,800.0000000000001,1.6081060837972007e-05,2.586005176745569e-10
92.35500000000003,800.0,1.608165103224195e-05,2.586194999228086e-10
103.89937500000002,640.0,3.9364254888719523e-07,1.5495445629440788e-13
115.44375000000002,639.9999999999999,3.937845871615672e-07,1.550663010860059e-13
126.98812500000001,639.9999999999999,3.937350233283914e-07,1.5502726859540895e-13
103.89937500000002,666.6666666666666,8.363285966993742e-07,6.994455216571444e-13
115.44375000000004,666.6666666666666,8.360900600612677e-07,6.990465885332542e-13
126.98812500000001,666.6666666666666,8.360581059595978e-07,6.989931565407501e-13
103.89937500000002,693.3333333333331,1.3187077398717794e-06,1.7389901031977368e-12
115.44375000000004,693.3333333333334,1.3186703268740646e-06,1.7388914309781525e-12
126.98812500000001,693.3333333333333,1.3186734452403203e-06,1.738899655181976e-12
138.53250000000003,560.0000000000001,6.224136268594516e-08,3.873987229003367e-15
150.076875,560.0000000000001,6.215134915765833e-08,3.8627902021171565e-15
161.62124999999997,560.0,6.202872419127159e-08,3.8475626247968416e-15
138.53250000000003,586.6666666666666,1.3138238100035518e-07,1.726133003732249e-14
150.076875,586.6666666666667,1.3125807203119055e-07,1.7228681473345208e-14
161.62124999999997,586.6666666666665,1.311445786656904e-07,1.7198900513401457e-14
138.5325,613.3333333333333,2.064795131621085e-07,4.263378935566133e-14
150.076875,613.3333333333333,2.064436731620448e-07,4.261899018863718e-14
161.62124999999995,613.3333333333333,2.0639858479389399e-07,4.2600375804922244e-14
173.16562499999995,480.0,9.768961140552226e-09,9.543260176561944e-17
184.7099999999999,480.0,9.776614381293608e-09,9.5582188760517e-17
196.25437499999984,480.0,9.783581247832443e-09,9.571846203293862e-17
173.16562499999995,506.6666666666667,2.0717682878757347e-08,4.292223838647553e-16
184.70999999999992,506.6666666666667,2.0652513428712432e-08,4.2652631092314734e-16
196.25437499999987,506.6666666666667,2.057395420036331e-08,4.23287591438647e-16
173.16562499999995,533.3333333333333,3.25838819798929e-08,1.0617093648795892e-15
184.70999999999992,533.3333333333333,3.243286750525323e-08,1.0518908946133109e-15
196.25437499999984,533.3333333333333,3.2280907378426015e-08,1.0420569811745192e-15
207.79874999999984,400.0,1.6590583191034026e-09,2.752474506186208e-18
219.34312499999993,400.0,1.7676573859130898e-09,3.1246126339730984e-18
230.8875,399.99999999999994,1.8549005815122048e-09,3.4406561672943157e-18
207.79874999999984,426.6666666666667,3.4242035191130806e-09,1.1725169740306405e-17
219.34312499999993,426.6666666666667,3.528285098072874e-09,1.244879573328311e-17
230.88750000000002,426.6666666666667,3.6086173397466077e-09,1.3022119104719884e-17
207.79874999999984,453.3333333333333,5.266525623513565e-09,2.7736292143124948e-17
219.3431249999999,453.3333333333333,5.320023763405843e-09,2.830265284320287e-17
230.8875,453.3333333333333,5.3563580439354915e-09,2.869057149483245e-17
242.43187500000002,320.0,2.782651657043888e-10,7.743150244449095e-20
253.97625000000002,320.0,3.1237783256072635e-10,9.757991027533719e-20
265.520625,319.99999999999994,3.2687705825323706e-10,1.0684861121229014e-19
277.06499999999994,319.99999999999994,3.2440755115035404e-10,1.0524025924336957e-19
242.43187500000002,346.6666666666667,6.173501496724141e-10,3.8112120730055215e-19
253.97625000000002,346.6666666666667,6.541012858168564e-10,4.2784849210726494e-19
265.520625,346.6666666666667,6.730581743465825e-10,4.530073060547547e-19
277.06499999999994,346.6666666666667,6.757841743615576e-10,4.56684250317532e-19
242.43187500000002,373.33333333333326,1.0915940080646118e-09,1.191577478442564e-18
253.97625000000002,373.33333333333337,1.1307546784740708e-09,1.2786061428909992e-18
265.520625,373.33333333333337,1.1444087296888621e-09,1.3096713405880752e-18
277.06499999999994,373.3333333333333,1.1334773765352008e-09,1.2847709631171213e-18
34.63312500000008,720.0,2.518004668185313e-06,6.340347509003028e-12
